LCQI vs llama.cpp SmolLM2 Same Input Compare

timestamp_utc=2026-06-30T17:59:35.473756+00:00
repo_commit=unknown
working_tree_dirty=unknown
host=caw
uname=Linux caw 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025 x86_64 GNU/Linux
nproc=20
python=3.13.9
cache_dir=/home/aoweichen/.cache/lcqi-smollm2-small-smoke

model_source=bartowski/SmolLM2-135M-Instruct-GGUF
model_file=SmolLM2-135M-Instruct-Q4_K_M.gguf
model_path=/home/aoweichen/.cache/lcqi-smollm2-small-smoke/models/SmolLM2-135M-Instruct-Q4_K_M.gguf
model_expected_bytes=105454432
model_actual_bytes=105454432
model_expected_sha256=2e8040ceae7815abe0dcb3540b9995eaa1fa0d2ca9e797d0a635ae4433c68c2d
model_actual_sha256=2e8040ceae7815abe0dcb3540b9995eaa1fa0d2ca9e797d0a635ae4433c68c2d
model_identity_match=true
llama_cpp_expected_commit=b3fed31b99f9bd37725833674252bccb429bb183
llama_cpp_source_git_commit=unavailable
llama_cpp_source_commit_verified=false
llama_cpp_skip_build=true

user_prompt=Hello
max_new_tokens=16
expanded_chat_prompt=<|im_start|>system\nYou are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>\n<|im_start|>user\nHello<|im_end|>\n<|im_start|>assistant\n

scope=LCQI uses its internal SmolLM2 chat-prompt builder from the same user prompt. llama-simple receives the expanded chat prompt string directly. The same-input check is prompt-token-count equality plus matching visible generated suffix; llama-bench is reported separately as same-token-count synthetic throughput, not same text.

[summary:lcqi_q4_direct_off_same_input]
rounds=5
benchmark_load_ms_median=319.318000 benchmark_load_ms_min=291.782000 benchmark_load_ms_max=372.224000
benchmark_f32_fallback_tensors_median=272.000000 benchmark_f32_fallback_tensors_min=272.000000 benchmark_f32_fallback_tensors_max=272.000000

[summary:lcqi_batch_prefill_off_same_input]
rounds=5
benchmark_load_ms_median=267.496000 benchmark_load_ms_min=262.994000 benchmark_load_ms_max=291.634000
benchmark_prefill_ms_median=170.678000 benchmark_prefill_ms_min=156.838000 benchmark_prefill_ms_max=173.912000
derived_prefill_ms_per_prompt_token_median=5.505742 derived_prefill_ms_per_prompt_token_min=5.059290 derived_prefill_ms_per_prompt_token_max=5.610065
derived_prefill_prompt_tokens_per_second_median=181.628564 derived_prefill_prompt_tokens_per_second_min=178.251070 derived_prefill_prompt_tokens_per_second_max=197.656180
benchmark_decode_ms_median=62.164000 benchmark_decode_ms_min=57.299700 benchmark_decode_ms_max=64.773100
derived_decode_ms_per_step_median=6.907111 derived_decode_ms_per_step_min=6.366633 derived_decode_ms_per_step_max=7.197011
benchmark_decode_tokens_per_second_median=144.778000 benchmark_decode_tokens_per_second_min=138.947000 benchmark_decode_tokens_per_second_max=157.069000
benchmark_worker_count_median=8.000000 benchmark_worker_count_min=8.000000 benchmark_worker_count_max=8.000000
derived_f32_weight_inflation_ratio_median=4.644005 derived_f32_weight_inflation_ratio_min=4.644005 derived_f32_weight_inflation_ratio_max=4.644005
derived_direct_quantized_weight_byte_share_median=0.076809 derived_direct_quantized_weight_byte_share_min=0.076809 derived_direct_quantized_weight_byte_share_max=0.076809
benchmark_hotspot_rms_norm_ms_median=0.989728 benchmark_hotspot_rms_norm_ms_min=0.928454 benchmark_hotspot_rms_norm_ms_max=1.071850
benchmark_hotspot_attention_ms_median=7.674110 benchmark_hotspot_attention_ms_min=7.210200 benchmark_hotspot_attention_ms_max=8.186020
benchmark_hotspot_rope_ms_median=4.264950 benchmark_hotspot_rope_ms_min=3.970120 benchmark_hotspot_rope_ms_max=4.438060
benchmark_hotspot_wq_ms_median=20.040800 benchmark_hotspot_wq_ms_min=18.263600 benchmark_hotspot_wq_ms_max=20.448100
benchmark_hotspot_wk_ms_median=15.157600 benchmark_hotspot_wk_ms_min=13.929800 benchmark_hotspot_wk_ms_max=15.949000
benchmark_hotspot_wv_ms_median=15.217000 benchmark_hotspot_wv_ms_min=14.065900 benchmark_hotspot_wv_ms_max=15.571400
benchmark_hotspot_wo_ms_median=20.657400 benchmark_hotspot_wo_ms_min=19.298100 benchmark_hotspot_wo_ms_max=21.990000
benchmark_hotspot_w_gate_ms_median=49.913200 benchmark_hotspot_w_gate_ms_min=46.345400 benchmark_hotspot_w_gate_ms_max=50.923900
benchmark_hotspot_w_up_ms_median=49.485800 benchmark_hotspot_w_up_ms_min=45.760200 benchmark_hotspot_w_up_ms_max=50.013800
benchmark_hotspot_w_down_ms_median=29.082900 benchmark_hotspot_w_down_ms_min=27.079900 benchmark_hotspot_w_down_ms_max=30.328200
benchmark_hotspot_lm_head_ms_median=12.955700 benchmark_hotspot_lm_head_ms_min=12.043200 benchmark_hotspot_lm_head_ms_max=13.601800
benchmark_hotspot_q4_k_direct_ms_median=6.665900 benchmark_hotspot_q4_k_direct_ms_min=6.293860 benchmark_hotspot_q4_k_direct_ms_max=7.760530
benchmark_hotspot_ggml_direct_ms_median=0.000000 benchmark_hotspot_ggml_direct_ms_min=0.000000 benchmark_hotspot_ggml_direct_ms_max=0.000000
benchmark_hotspot_f32_fallback_ms_median=194.141000 benchmark_hotspot_f32_fallback_ms_min=178.736000 benchmark_hotspot_f32_fallback_ms_max=196.222000
benchmark_hotspot_q4_k_direct_calls_median=640.000000 benchmark_hotspot_q4_k_direct_calls_min=640.000000 benchmark_hotspot_q4_k_direct_calls_max=640.000000
benchmark_hotspot_ggml_direct_calls_median=0.000000 benchmark_hotspot_ggml_direct_calls_min=0.000000 benchmark_hotspot_ggml_direct_calls_max=0.000000
benchmark_hotspot_f32_fallback_calls_median=7760.000000 benchmark_hotspot_f32_fallback_calls_min=7760.000000 benchmark_hotspot_f32_fallback_calls_max=7760.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=0.000000 benchmark_ggml_direct_tensors_min=0.000000 benchmark_ggml_direct_tensors_max=0.000000
benchmark_f32_fallback_tensors_median=256.000000 benchmark_f32_fallback_tensors_min=256.000000 benchmark_f32_fallback_tensors_max=256.000000

[summary:lcqi_serial_same_input]
rounds=5
benchmark_load_ms_median=285.945000 benchmark_load_ms_min=263.155000 benchmark_load_ms_max=289.086000
benchmark_prefill_ms_median=129.321000 benchmark_prefill_ms_min=118.780000 benchmark_prefill_ms_max=130.025000
derived_prefill_ms_per_prompt_token_median=4.171645 derived_prefill_ms_per_prompt_token_min=3.831613 derived_prefill_ms_per_prompt_token_max=4.194355
derived_prefill_prompt_tokens_per_second_median=239.713581 derived_prefill_prompt_tokens_per_second_min=238.415689 derived_prefill_prompt_tokens_per_second_max=260.986698
benchmark_decode_ms_median=139.066000 benchmark_decode_ms_min=127.932000 benchmark_decode_ms_max=139.998000
derived_decode_ms_per_step_median=15.451778 derived_decode_ms_per_step_min=14.214667 derived_decode_ms_per_step_max=15.555333
benchmark_decode_tokens_per_second_median=64.717400 benchmark_decode_tokens_per_second_min=64.286800 benchmark_decode_tokens_per_second_max=70.349700
benchmark_worker_count_median=1.000000 benchmark_worker_count_min=1.000000 benchmark_worker_count_max=1.000000
derived_f32_weight_inflation_ratio_median=4.644005 derived_f32_weight_inflation_ratio_min=4.644005 derived_f32_weight_inflation_ratio_max=4.644005
derived_direct_quantized_weight_byte_share_median=0.076809 derived_direct_quantized_weight_byte_share_min=0.076809 derived_direct_quantized_weight_byte_share_max=0.076809
benchmark_hotspot_rms_norm_ms_median=0.739797 benchmark_hotspot_rms_norm_ms_min=0.666111 benchmark_hotspot_rms_norm_ms_max=0.752367
benchmark_hotspot_attention_ms_median=6.197660 benchmark_hotspot_attention_ms_min=5.615110 benchmark_hotspot_attention_ms_max=6.315830
benchmark_hotspot_rope_ms_median=3.980130 benchmark_hotspot_rope_ms_min=3.657630 benchmark_hotspot_rope_ms_max=4.124180
benchmark_hotspot_wq_ms_median=21.356800 benchmark_hotspot_wq_ms_min=19.704100 benchmark_hotspot_wq_ms_max=21.773700
benchmark_hotspot_wk_ms_median=7.188360 benchmark_hotspot_wk_ms_min=6.578670 benchmark_hotspot_wk_ms_max=7.294020
benchmark_hotspot_wv_ms_median=7.173770 benchmark_hotspot_wv_ms_min=6.600390 benchmark_hotspot_wv_ms_max=7.228970
benchmark_hotspot_wo_ms_median=21.395000 benchmark_hotspot_wo_ms_min=19.869100 benchmark_hotspot_wo_ms_max=21.575800
benchmark_hotspot_w_gate_ms_median=57.022600 benchmark_hotspot_w_gate_ms_min=52.480500 benchmark_hotspot_w_gate_ms_max=57.753500
benchmark_hotspot_w_up_ms_median=57.576900 benchmark_hotspot_w_up_ms_min=52.452100 benchmark_hotspot_w_up_ms_max=57.665000
benchmark_hotspot_w_down_ms_median=46.774800 benchmark_hotspot_w_down_ms_min=43.191100 benchmark_hotspot_w_down_ms_max=47.114000
benchmark_hotspot_lm_head_ms_median=33.310800 benchmark_hotspot_lm_head_ms_min=30.623300 benchmark_hotspot_lm_head_ms_max=33.652800
benchmark_hotspot_q4_k_direct_ms_median=24.113300 benchmark_hotspot_q4_k_direct_ms_min=22.282500 benchmark_hotspot_q4_k_direct_ms_max=24.294500
benchmark_hotspot_ggml_direct_ms_median=0.000000 benchmark_hotspot_ggml_direct_ms_min=0.000000 benchmark_hotspot_ggml_direct_ms_max=0.000000
benchmark_hotspot_f32_fallback_ms_median=195.056000 benchmark_hotspot_f32_fallback_ms_min=178.540000 benchmark_hotspot_f32_fallback_ms_max=195.279000
benchmark_hotspot_q4_k_direct_calls_median=640.000000 benchmark_hotspot_q4_k_direct_calls_min=640.000000 benchmark_hotspot_q4_k_direct_calls_max=640.000000
benchmark_hotspot_ggml_direct_calls_median=0.000000 benchmark_hotspot_ggml_direct_calls_min=0.000000 benchmark_hotspot_ggml_direct_calls_max=0.000000
benchmark_hotspot_f32_fallback_calls_median=1940.000000 benchmark_hotspot_f32_fallback_calls_min=1940.000000 benchmark_hotspot_f32_fallback_calls_max=1940.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=0.000000 benchmark_ggml_direct_tensors_min=0.000000 benchmark_ggml_direct_tensors_max=0.000000
benchmark_f32_fallback_tensors_median=256.000000 benchmark_f32_fallback_tensors_min=256.000000 benchmark_f32_fallback_tensors_max=256.000000

[summary:lcqi_same_input]
rounds=5
benchmark_load_ms_median=290.363000 benchmark_load_ms_min=287.221000 benchmark_load_ms_max=309.321000
benchmark_prefill_ms_median=36.956200 benchmark_prefill_ms_min=35.144200 benchmark_prefill_ms_max=37.861700
derived_prefill_ms_per_prompt_token_median=1.192135 derived_prefill_ms_per_prompt_token_min=1.133684 derived_prefill_ms_per_prompt_token_max=1.221345
derived_prefill_prompt_tokens_per_second_median=838.830832 derived_prefill_prompt_tokens_per_second_min=818.769363 derived_prefill_prompt_tokens_per_second_max=882.080116
benchmark_decode_ms_median=65.036000 benchmark_decode_ms_min=56.603500 benchmark_decode_ms_max=65.228500
derived_decode_ms_per_step_median=7.226222 derived_decode_ms_per_step_min=6.289278 derived_decode_ms_per_step_max=7.247611
benchmark_decode_tokens_per_second_median=138.385000 benchmark_decode_tokens_per_second_min=137.976000 benchmark_decode_tokens_per_second_max=159.001000
benchmark_worker_count_median=8.000000 benchmark_worker_count_min=8.000000 benchmark_worker_count_max=8.000000
derived_f32_weight_inflation_ratio_median=4.644005 derived_f32_weight_inflation_ratio_min=4.644005 derived_f32_weight_inflation_ratio_max=4.644005
derived_direct_quantized_weight_byte_share_median=0.076809 derived_direct_quantized_weight_byte_share_min=0.076809 derived_direct_quantized_weight_byte_share_max=0.076809
benchmark_hotspot_rms_norm_ms_median=0.727243 benchmark_hotspot_rms_norm_ms_min=0.665968 benchmark_hotspot_rms_norm_ms_max=0.767377
benchmark_hotspot_attention_ms_median=6.197220 benchmark_hotspot_attention_ms_min=5.818380 benchmark_hotspot_attention_ms_max=6.583760
benchmark_hotspot_rope_ms_median=3.976990 benchmark_hotspot_rope_ms_min=3.593250 benchmark_hotspot_rope_ms_max=4.275160
benchmark_hotspot_wq_ms_median=6.423770 benchmark_hotspot_wq_ms_min=5.836720 benchmark_hotspot_wq_ms_max=6.721850
benchmark_hotspot_wk_ms_median=7.103590 benchmark_hotspot_wk_ms_min=6.517890 benchmark_hotspot_wk_ms_max=7.322240
benchmark_hotspot_wv_ms_median=7.228880 benchmark_hotspot_wv_ms_min=6.443480 benchmark_hotspot_wv_ms_max=7.323820
benchmark_hotspot_wo_ms_median=6.638160 benchmark_hotspot_wo_ms_min=5.946250 benchmark_hotspot_wo_ms_max=7.150010
benchmark_hotspot_w_gate_ms_median=16.428900 benchmark_hotspot_w_gate_ms_min=14.597900 benchmark_hotspot_w_gate_ms_max=16.606500
benchmark_hotspot_w_up_ms_median=16.035600 benchmark_hotspot_w_up_ms_min=14.343700 benchmark_hotspot_w_up_ms_max=16.342100
benchmark_hotspot_w_down_ms_median=11.853000 benchmark_hotspot_w_down_ms_min=11.477300 benchmark_hotspot_w_down_ms_max=12.188700
benchmark_hotspot_lm_head_ms_median=13.231300 benchmark_hotspot_lm_head_ms_min=12.288200 benchmark_hotspot_lm_head_ms_max=13.343600
benchmark_hotspot_q4_k_direct_ms_median=5.052690 benchmark_hotspot_q4_k_direct_ms_min=4.681070 benchmark_hotspot_q4_k_direct_ms_max=5.414370
benchmark_hotspot_ggml_direct_ms_median=0.000000 benchmark_hotspot_ggml_direct_ms_min=0.000000 benchmark_hotspot_ggml_direct_ms_max=0.000000
benchmark_hotspot_f32_fallback_ms_median=67.206600 benchmark_hotspot_f32_fallback_ms_min=60.124500 benchmark_hotspot_f32_fallback_ms_max=67.808800
benchmark_hotspot_q4_k_direct_calls_median=640.000000 benchmark_hotspot_q4_k_direct_calls_min=640.000000 benchmark_hotspot_q4_k_direct_calls_max=640.000000
benchmark_hotspot_ggml_direct_calls_median=0.000000 benchmark_hotspot_ggml_direct_calls_min=0.000000 benchmark_hotspot_ggml_direct_calls_max=0.000000
benchmark_hotspot_f32_fallback_calls_median=1940.000000 benchmark_hotspot_f32_fallback_calls_min=1940.000000 benchmark_hotspot_f32_fallback_calls_max=1940.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=0.000000 benchmark_ggml_direct_tensors_min=0.000000 benchmark_ggml_direct_tensors_max=0.000000
benchmark_f32_fallback_tensors_median=256.000000 benchmark_f32_fallback_tensors_min=256.000000 benchmark_f32_fallback_tensors_max=256.000000

[summary:llama_simple_same_input]
rounds=5
llama_load_ms_median=59.460000 llama_load_ms_min=56.630000 llama_load_ms_max=61.560000
llama_prompt_eval_ms_median=23.280000 llama_prompt_eval_ms_min=21.630000 llama_prompt_eval_ms_max=23.980000
llama_prompt_eval_ms_per_token_median=0.750000 llama_prompt_eval_ms_per_token_min=0.700000 llama_prompt_eval_ms_per_token_max=0.770000
llama_prompt_eval_tokens_per_second_median=1331.670000 llama_prompt_eval_tokens_per_second_min=1292.850000 llama_prompt_eval_tokens_per_second_max=1433.060000
llama_eval_ms_median=26.090000 llama_eval_ms_min=23.320000 llama_eval_ms_max=26.500000
llama_eval_ms_per_run_median=2.900000 llama_eval_ms_per_run_min=2.590000 llama_eval_ms_per_run_max=2.940000
llama_eval_tokens_per_second_median=344.950000 llama_eval_tokens_per_second_min=339.660000 llama_eval_tokens_per_second_max=385.920000
llama_total_ms_median=86.770000 llama_total_ms_min=80.970000 llama_total_ms_max=89.060000

[interpretation]
prompt_tokens_lcqi_median=31.0
prompt_tokens_llama_tokenize=31.0
prompt_tokens_llama_simple_median=31.0
same_input_prompt_token_count_match=true
same_input_prompt_token_ids_match=true
prefill_ms_ratio_lcqi_over_llama_simple=1.587466
decode_step_ms_ratio_lcqi_over_llama_simple=2.491801
lcqi_f32_dequantized_weight_inflation_ratio=4.644005
lcqi_direct_quantized_weight_byte_share=0.076809
lcqi_threaded_worker_count_median=8
lcqi_threaded_prefill_speedup_serial_over_threaded=3.499305
lcqi_threaded_decode_step_speedup_serial_over_threaded=2.138293
lcqi_threaded_f32_hotspot_speedup_serial_over_threaded=2.902334
lcqi_q4_direct_prefill_speedup_off_over_on=0.860743
lcqi_q4_direct_decode_step_speedup_off_over_on=0.964281
lcqi_q4_direct_w_down_speedup_off_over_on=1.149633
lcqi_q4_direct_f32_weight_bytes_saved=56623104
lcqi_batch_prefill_speedup_off_over_on=4.618386
lcqi_batch_prefill_f32_hotspot_speedup_off_over_on=2.888719
lcqi_batch_prefill_f32_call_reduction_off_over_on=4.000000
llama_bench_same_token_count_prefill_tps=2051.330000
llama_bench_same_token_count_decode_tps=286.400000
root_cause=LCQI keeps shape-compatible Q4_K matrices in the default direct quantized path, uses an 8-row AVX2 F32 fallback fast path, and batches prompt prefill F32 fallback projections across prompt tokens. Batched prefill reduces repeated row-major weight scans and worker dispatches for prompt evaluation, but decode is still single-token GEMV. The experimental Q5_0/Q6_K/Q8_0 direct path uses the same row worker pool and is much faster than the first scalar whole-matrix experiment, but it is still slower than the default Q4_K plus F32 fallback mix because the GGML block layout, Q6_K scalar unpacking, and per-block scale handling are not yet packed into tuned multi-row SIMD kernels. --threads 1 keeps the serial reference. llama.cpp still batches prompt evaluation, uses ggml graph scheduling, tuned low-bit CPU kernels, prefetch/thread scheduling, and more compact KV/cache execution.

[lcqi_q4_direct_off_round_1]
returncode=0
command=/tmp/cpu-volume-3-caw/books/cpu-volume-3/build/lcqi-release/labs/linux_cpu_inference/lcqi_llama_gguf /home/aoweichen/.cache/lcqi-smollm2-small-smoke/models/SmolLM2-135M-Instruct-Q4_K_M.gguf --prompt Hello --max-new 16 --benchmark --decode-text
architecture=llama
benchmark_decode_ms=62.4026
benchmark_decode_steps=9
benchmark_decode_tokens_per_second=144.225
benchmark_direct_quantized_weight_bytes=0
benchmark_f32_fallback_tensors=272
benchmark_f32_weight_bytes=538060032
benchmark_fallback_dequantized_weight_bytes=538060032
benchmark_first_token_tokens_per_second=31.8484
benchmark_generated_tokens=10
benchmark_ggml_direct_tensors=0
benchmark_hotspot_attention_ms=5.6108
benchmark_hotspot_f32_fallback_calls=2100
benchmark_hotspot_f32_fallback_ms=68.5443
benchmark_hotspot_ggml_direct_calls=0
benchmark_hotspot_ggml_direct_ms=0
benchmark_hotspot_lm_head_ms=12.144
benchmark_hotspot_q4_k_direct_calls=0
benchmark_hotspot_q4_k_direct_ms=0
benchmark_hotspot_rms_norm_ms=0.674733
benchmark_hotspot_rope_ms=3.65037
benchmark_hotspot_w_down_ms=13.6266
benchmark_hotspot_w_gate_ms=14.8329
benchmark_hotspot_w_up_ms=14.7337
benchmark_hotspot_wk_ms=6.63118
benchmark_hotspot_wo_ms=6.33127
benchmark_hotspot_wq_ms=5.90502
benchmark_hotspot_wv_ms=6.4836
benchmark_kv_cache_bytes=2165760
benchmark_load_ms=372.224
benchmark_manifest_ms=21.4284
benchmark_prefill_ms=31.3987
benchmark_prefill_steps=31
benchmark_prompt_tokens=31
benchmark_q4_k_direct_tensors=0
benchmark_quantized_weight_bytes=103668480
benchmark_tensors_loaded=272
benchmark_total_ms=498.799
benchmark_weight_load_ms=350.503
benchmark_worker_count=8
derived_decode_ms_per_step=6.933622
derived_decode_steps_per_second=144.224760
derived_direct_quantized_weight_byte_share=0.000000
derived_f32_weight_inflation_ratio=5.190199
derived_prefill_ms_per_prompt_token=1.012861
derived_prefill_prompt_tokens_per_second=987.302022
generated_ids=1 9690 198 2683 359 253 5356 5646 11173 3365 3511 308 34519 28 7018 411 407 19712 8182 2 198 1 4093 198 19556 2 198 1 520 9531 198 19556 17 1073 416 339 724 346 1834 47 2
generated_new_ids=19556 17 1073 416 339 724 346 1834 47 2
generated_token_count_from_ids=41
head_dim=64
hidden_size=576
kv_heads=3
layers=30
mode=llama_gguf_reference
model_name=Smollm2 135M 8k Lc100K Mix1 Ep2
predicted_first_token=19556
prompt_ids=1 9690 198 2683 359 253 5356 5646 11173 3365 3511 308 34519 28 7018 411 407 19712 8182 2 198 1 4093 198 19556 2 198 1 520 9531 198
prompt_token_count_from_ids=31
query_heads=9
tie_lm_head_to_embedding=1
vocab_size=49152
weight_execution=f32_dequantized_reference
stdout_tail:
mode llama_gguf_reference
weight_execution f32_dequantized_reference
model_path /home/aoweichen/.cache/lcqi-smollm2-small-smoke/models/SmolLM2-135M-Instruct-Q4_K_M.gguf
architecture llama
model_name Smollm2 135M 8k Lc100K Mix1 Ep2
layers 30
hidden_size 576
query_heads 9
kv_heads 3
head_dim 64
vocab_size 49152
tie_lm_head_to_embedding 1
prompt_ids 1 9690 198 2683 359 253 5356 5646 11173 3365 3511 308 34519 28 7018 411 407 19712 8182 2 198 1 4093 198 19556 2 198 1 520 9531 198
generated_ids 1 9690 198 2683 359 253 5356 5646 11173 3365 3511 308 34519 28 7018 411 407 19712 8182 2 198 1 4093 198 19556 2 198 1 520 9531 198 19556 17 1073 416 339 724 346 1834 47 2
predicted_first_token 19556
generated_text <|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Hello<|im_end|>
<|im_start|>assistant
Hello! How can I help you today?<|im_end|>
benchmark_manifest_ms 21.4284
benchmark_weight_load_ms 350.503
benchmark_load_ms 372.224
benchmark_prefill_ms 31.3987
benchmark_decode_ms 62.4026
benchmark_total_ms 498.799
benchmark_prompt_tokens 31
benchmark_generated_tokens 10
benchmark_prefill_steps 31
benchmark_decode_steps 9
benchmark_worker_count 8
benchmark_first_token_tokens_per_second 31.8484
benchmark_decode_tokens_per_second 144.225
benchmark_kv_cache_bytes 2165760
benchmark_quantized_weight_bytes 103668480
benchmark_f32_weight_bytes 538060032
benchmark_direct_quantized_weight_bytes 0
benchmark_fallback_dequantized_weight_bytes 538060032
benchmark_tensors_loaded 272
